,cat,dataset,path
2728,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-09-26.121813.IMAGE.121813.image.jpg
2729,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-25.154033.IMAGE.154033.image.jpg
2730,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-09-25.140729.IMAGE.140729.image.jpg
2731,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-28.123611.IMAGE.123611.image.jpg
2732,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_DS04LHJ-2014-11-07.174618.-IMAGE.174618.-image.jpg
2733,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-09-17.160538.IMAGE.160538.image.jpg
2734,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
2735,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
2736,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_-2014-11-30.151121.-IMAGE.151121.-image.jpg
2737,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-11-02.164241.IMAGE.164241.image.jpg
2738,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-26.131236.IMAGE.131236.image.jpg
2739,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
2740,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_-2014-11-16.220919.-IMAGE.220919.-image.jpg
2741,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-2-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
2742,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
2743,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-10-01.161748.IMAGE.161748.image.jpg
2744,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-18.121039.1411034822619.121039.1411034822619.jpg
2745,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-10-03.204931.IMAGE.204931.image.jpg
2746,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_-2014-11-30.215345.-IMAGE.215345.-image.jpg
2747,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-08.123155.IMAGE.123155.image.jpg
2748,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_2014-10-16.103607.IMAGE.103607.image.jpg
2749,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
2750,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_FT57LWR-2014-12-04.190106.-IMAG1229.190106.-IMAG1229.jpg
2751,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_J1YPC-2014-12-10.133158.-IMAGE.133158.-image.jpg
2752,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-10-25.144407.IMAGE.144407.image.jpg
2753,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
2754,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-2-CROPPED_2014-10-31.180236.IMAGE.180236.image.jpg
2755,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_WPZ232-2014-12-09.141914.-IMAGE.141914.-image.jpg
2756,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-2-CROPPED_2014-10-28.123036.IMAGE.123036.image.jpg
2757,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_MA64YJN-2014-11-20.145715.-IMAGE.145715.-image.jpg
2758,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_-2014-11-16.220919.-IMAGE.220919.-image.jpg
2759,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-0-CROPPED_-2014-11-17.120440.-IMAGE.120440.-image.jpg
2760,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-2-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
2761,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
2762,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_MA56WLC-2014-11-13.133638.-IMAGE.133638.-image.jpg
2763,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-11-01.143624.IMAGE.143624.image.jpg
2764,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_2014-10-02.122243.IMAGE.122243.image.jpg
2765,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-09-16.123719.20140916_101912.123719.20140916_101912.jpg
2766,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-09-22.131213.IMAGE.131213.image.jpg
2767,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
2768,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-10-20.094637.20141020_094010.094637.20141020_094010.jpg
2769,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-2-CROPPED_2014-09-18.144759.IMAGE.144759.image.jpg
2770,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-28.215139.IMAGE.215139.image.jpg
2771,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
2772,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-09-16.164709.IMAGE.164709.image.jpg
2773,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
2774,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-10-21.111140.IMAGE.111140.image.jpg
2775,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_F64WWS-2014-12-05.120437.-IMAGE.120437.-image.jpg
2776,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-1-CROPPED_2014-10-18.154205.IMAGE.154205.image.jpg
2777,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_J1YPC-2014-12-10.133158.-IMAGE.133158.-image.jpg
2778,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
2779,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-28.131032.IMAGE.131032.image.jpg
2780,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-25.183138.IMAGE.183138.image.jpg
2781,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_-2014-11-30.215513.-IMAGE.215513.-image.jpg
2782,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_MA56WLC-2014-11-13.133638.-IMAGE.133638.-image.jpg
2783,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_HK07BUH-2014-12-05.143606.-IMAGE.143606.-image.jpg
2784,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-08.123127.20141008_123044.123127.20141008_123044.jpg
2785,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-09-25.141556.IMAGE.141556.image.jpg
2786,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_MA64YJN-2014-11-20.145715.-IMAGE.145715.-image.jpg
2787,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-2-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
2788,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-10-25.183138.IMAGE.183138.image.jpg
2789,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-09-25.140729.IMAGE.140729.image.jpg
2790,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_2014-10-03.124055.IMAGE.124055.image.jpg
2791,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-2-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
2792,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
2793,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-17.142841.IMAGE.142841.image.jpg
2794,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_-2014-11-16.220919.-IMAGE.220919.-image.jpg
2795,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
2796,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-09-21.120158.MEDIA.120158.media.jpg
2797,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_2014-09-25.151644.IMAGE.151644.image.jpg
2798,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-30.104359.IMAGE.104359.image.jpg
2799,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-2-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
2800,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-0-CROPPED_2014-10-27.135745.IMAGE.135745.image.jpg
2801,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-09-17.160538.IMAGE.160538.image.jpg
2802,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-24.144818.IMAGE.144818.image.jpg
2803,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-18.122545.1411035774709.122545.1411035774709.jpg
2804,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-22.104615.IMAGE.104615.image.jpg
2805,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-09-23.125202.IMG_4875.125202.IMG_4875.jpg
2806,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-26.015943.1414284342078.015943.1414284342078.jpg
2807,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
2808,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_2014-10-16.103607.IMAGE.103607.image.jpg
2809,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-0-CROPPED_2014-10-28.125600.IMAGE.125600.image.jpg
2810,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_2014-10-16.113434.IMAGE.113434.image.jpg
2811,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-09-16.123719.20140916_101912.123719.20140916_101912.jpg
2812,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_J441AJF-2014-11-06.154010.-IMAGE.154010.-image.jpg
2813,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
2814,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-2-CROPPED_2014-10-01.133751.IMAGE.133751.image.jpg
2815,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-09-10.231224.2013-10-03.100000.1380790791995.231224.2013-10-03.100000.1380790791995.jpg
2816,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-09-30.114424.IMAGE.114424.image.jpg
2817,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-09-25.140729.IMAGE.140729.image.jpg
2818,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
2819,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-10-22.213020.IMAGE.213020.image.jpg
2820,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_2014-09-24.144818.IMAGE.144818.image.jpg
2821,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-10-10.115304.IMAGE.115304.image.jpg
2822,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
2823,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_2014-10-22.212317.IMAGE.212317.image.jpg
2824,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_-2014-11-17.120440.-IMAGE.120440.-image.jpg
2825,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_2014-10-22.113151.IMAGE.113151.image.jpg
2826,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
2827,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
2828,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-2-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
2829,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
2830,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2831,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-09-16.142651.IMAGE.142651.image.jpg
2832,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-10-23.131415.IMAGE.131415.image.jpg
2833,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
2834,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-22.213020.IMAGE.213020.image.jpg
2835,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-10-24.115820.IMAGE.115820.image.jpg
2836,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-0-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2837,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-30.104359.IMAGE.104359.image.jpg
2838,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
2839,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
2840,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_FA06AEZ-2014-11-22.162309.-IMAGE.162309.-image.jpg
2841,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-10-20.164834.IMAGE.164834.image.jpg
2842,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-10-18.140933.IMAGE.140933.image.jpg
2843,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
2844,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-18.100925.IMAGE.100925.image.jpg
2845,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-22.212317.IMAGE.212317.image.jpg
2846,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-2-CROPPED_2014-09-29.113508.IMAGE.113508.image.jpg
2847,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-2-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
2848,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_2014-09-29.104238.IMAGE.104238.image.jpg
2849,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
2850,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-10-27.120605.IMAGE.120605.image.jpg
2851,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_DV55YKH-2014-12-11.102306.-IMAGE.102306.-image.jpg
2852,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_-2014-11-30.215345.-IMAGE.215345.-image.jpg
2853,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
2854,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
2855,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-09-29.113314.IMAGE.113314.image.jpg
2856,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-10-22.105744.IMAGE.105744.image.jpg
2857,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
2858,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-2-CROPPED_2014-10-21.111140.IMAGE.111140.image.jpg
2859,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_2014-10-25.141819.IMAGE.141819.image.jpg
2860,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-10-01.124607.IMAGE.124607.image.jpg
2861,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_SD14XRX-2014-11-27.230934.-IMAGE.230934.-image.jpg
2862,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-01.163615.IMAGE.163615.image.jpg
2863,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
2864,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-08.054743.IMAGE.054743.image.jpg
2865,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-2-CROPPED_2014-10-22.105049.IMAGE.105049.image.jpg
2866,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-18.100925.IMAGE.100925.image.jpg
2867,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-10.125637.IMAGE.125637.image.jpg
2868,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-20.164834.IMAGE.164834.image.jpg
2869,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-10-15.152425.IMAGE.152425.image.jpg
2870,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
2871,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-10-29.131421.IMAGE.131421.image.jpg
2872,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-2-CROPPED_2014-09-26.121813.IMAGE.121813.image.jpg
2873,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
2874,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-21.111140.IMAGE.111140.image.jpg
2875,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_-2014-11-05.110235.-IMAGE.110235.-image.jpg
2876,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-2-CROPPED_BG09TNO-2014-11-25.142147.-IMAGE.142147.-image.jpg
2877,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-2-CROPPED_2014-10-01.143116.IMAGE.143116.image.jpg
2878,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-08.123155.IMAGE.123155.image.jpg
2879,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-22.131906.IMAGE.131906.image.jpg
2880,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_2014-10-16.103057.IMAGE.103057.image.jpg
2881,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-30.214533.IMAGE.214533.image.jpg
2882,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
2883,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-2-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
2884,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
2885,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-2-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
2886,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-23.101755.IMG-20141023-WA0011.101755.IMG-20141023-WA0011.jpg
2887,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-10-29.131743.IMAGE.131743.image.jpg
2888,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-17.111123.IMAGE.111123.image.jpg
2889,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-10-21.111140.IMAGE.111140.image.jpg
2890,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-24.144124.IMAGE.144124.image.jpg
2891,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-01.144803.IMAGE.144803.image.jpg
2892,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
2893,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-09-18.144759.IMAGE.144759.image.jpg
2894,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-23.133755.IMAGE.133755.image.jpg
2895,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
2896,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-28.123036.IMAGE.123036.image.jpg
2897,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_-2014-11-30.215513.-IMAGE.215513.-image.jpg
2898,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-30.105125.IMAGE.105125.image.jpg
2899,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-1-CROPPED_2014-11-01.121153.20141101_114157-1.121153.20141101_114157-1.jpg
2900,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-2-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
2901,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
2902,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-09-16.133649.IMAGE.133649.image.jpg
2903,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_2014-10-07.130204.IMAGE.130204.image.jpg
2904,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_-2014-11-16.221214.-IMAGE.221214.-image.jpg
2905,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-23.125202.IMG_4875.125202.IMG_4875.jpg
2906,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
2907,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-10-22.110153.IMAGE.110153.image.jpg
2908,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-2-CROPPED_2014-09-17.104402.20140917_104058.104402.20140917_104058.jpg
2909,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
2910,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
2911,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-2-CROPPED_2014-10-18.144041.IMG-20141018-WA0027.144041.IMG-20141018-WA0027.jpg
2912,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-01.133751.IMAGE.133751.image.jpg
2913,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2914,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
2915,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-09-17.104402.20140917_104058.104402.20140917_104058.jpg
2916,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-31.233402.IMAGE.233402.image.jpg
2917,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-2-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
2918,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-10-25.183108.IMAGE.183108.image.jpg
2919,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2920,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-26.131236.IMAGE.131236.image.jpg
2921,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-09-17.154604.IMAGE.154604.image.jpg
2922,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_-2014-11-26.154754.-IMAGE.154754.-image.jpg
2923,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_-2014-11-05.094624.-IMAGE.094624.-image.jpg
2924,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_2014-10-10.125637.IMAGE.125637.image.jpg
2925,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
2926,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-29.131421.IMAGE.131421.image.jpg
2927,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-09-15.131846.1410779708506.131846.1410779708506.jpg
2928,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-09-26.152321.IMAGE.152321.image.jpg
2929,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-17.112927.IMAGE.112927.image.jpg
2930,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_-2014-11-05.110235.-IMAGE.110235.-image.jpg
2931,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-01.143116.IMAGE.143116.image.jpg
2932,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
